region	quality	n	total	percent
TMC6	low: >17, <= 23	2	78	2.56410256410256
TMC6	mid: >23, <=33	1	78	1.28205128205128
TMC6	high: >33	75	78	96.1538461538462
TNNI3	low: >17, <= 23	1	40	2.5
TNNI3	mid: >23, <=33	12	40	30
TNNI3	high: >33	27	40	67.5
TNNT1	very low: <= 17	1	72	1.38888888888889
TNNT1	low: >17, <= 23	4	72	5.55555555555556
TNNT1	mid: >23, <=33	10	72	13.8888888888889
TNNT1	high: >33	57	72	79.1666666666667
TPCN2	mid: >23, <=33	1	76	1.31578947368421
TPCN2	high: >33	75	76	98.6842105263158
TPO	very low: <= 17	3	78	3.84615384615385
TPO	low: >17, <= 23	2	78	2.56410256410256
TPO	high: >33	73	78	93.5897435897436
TRAPPC10	low: >17, <= 23	8	78	10.2564102564103
TRAPPC10	mid: >23, <=33	9	78	11.5384615384615
TRAPPC10	high: >33	61	78	78.2051282051282
TRBV9	high: >33	16	16	100
TRMT1	mid: >23, <=33	6	52	11.5384615384615
TRMT1	high: >33	46	52	88.4615384615385
TRPM4	very low: <= 17	1	74	1.35135135135135
TRPM4	mid: >23, <=33	1	74	1.35135135135135
TRPM4	high: >33	72	74	97.2972972972973
TTC37	high: >33	72	72	100
TTLL1	mid: >23, <=33	1	78	1.28205128205128
TTLL1	high: >33	77	78	98.7179487179487
TUBGCP6	mid: >23, <=33	5	68	7.35294117647059
TUBGCP6	high: >33	63	68	92.6470588235294
TYK2	low: >17, <= 23	4	76	5.26315789473684
TYK2	mid: >23, <=33	5	76	6.57894736842105
TYK2	high: >33	67	76	88.1578947368421
TYMS	low: >17, <= 23	3	78	3.84615384615385
TYMS	mid: >23, <=33	8	78	10.2564102564103
TYMS	high: >33	67	78	85.8974358974359
UGT2A1	high: >33	76	76	100
UNKL	mid: >23, <=33	3	76	3.94736842105263
UNKL	high: >33	73	76	96.0526315789474
USP8	high: >33	76	76	100
UVSSA	high: >33	76	76	100
VANGL1	high: >33	78	78	100
VKORC1	very low: <= 17	2	66	3.03030303030303
VKORC1	low: >17, <= 23	11	66	16.6666666666667
VKORC1	mid: >23, <=33	10	66	15.1515151515152
VKORC1	high: >33	43	66	65.1515151515152
ZAN	mid: >23, <=33	4	72	5.55555555555556
ZAN	high: >33	68	72	94.4444444444444
ZNF141	high: >33	78	78	100
ZNF419	high: >33	48	48	100
ZNF469	mid: >23, <=33	1	72	1.38888888888889
ZNF469	high: >33	71	72	98.6111111111111
